step,time,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,altitude,vertical_vel,g_raw_x,g_raw_y,g_raw_z,g_raw_mag,g_eff_x,g_eff_y,g_eff_z,g_eff_mag,c,k,phi,phase_error,lock_quality,omega_drive,omega_0,drive_power,energy,grav_power
360,3.6,0,0,6371992.677132377,0,0,-4.97273214126208,992.677132377401,-4.972732141262079,0,0,-9.816913852113387,9.816913852113387,0,0,-2.109153075310086,2.109153075310086,0.2148488931535267,0.05557683607966101,1.718043232049427,-1.423549421540367,0.7788007830714049,75,80,537.1129979644543,1498052.966794668,12585.90394612347
370,3.7,0,0,6371992.16824217,0,0,-5.184063592724659,992.1682421695441,-5.184063592724659,0,0,-9.816915413629829,9.816915413629829,0,0,-2.116680007348526,2.116680007348526,0.215615589842989,0.05774620425916033,1.695273206077816,-1.446319447511977,0.7788007830714049,75,80,585.3374068810309,1497996.623299519,13167.60451625239
380,3.8,0,0,6371991.638179601,0,0,-5.396082681672509,991.6381796011701,-5.396082681672508,0,0,-9.816917040363235,9.816917040363235,0,0,-2.122653378722702,2.122653378722702,0.2162240314342273,0.06065649819217371,1.676310722851078,-1.465281930738715,0.7788007830714049,75,80,636.0120140414278,1497935.32265716,13744.81576334305
390,3.9,0,0,6371991.086889318,0,0,-5.608516562527489,991.0868893181905,-5.608516562527489,0,0,-9.816918732492628,9.816918732492628,0,0,-2.125090004886732,2.125090004886732,0.2164722009822676,0.06410063456768865,1.665627141318024,-1.475965512271769,0.7788007830714049,75,80,689.1096632254228,1497868.82080155,14302.32298712263
400,4,0,0,6371990.51435177,0,0,-5.820954515499151,990.5143517702818,-5.820954515499151,0,0,-9.816920490090949,9.816920490090949,0,0,-2.123130539299199,2.123130539299199,0.2162725613844234,0.06778252011401341,1.664259512277929,-1.477333141311864,0.7788007830714049,75,80,744.5481929005888,1497796.879593044,14830.37555967338
410,4.1,0,0,6371989.920590641,0,0,-6.032963553153325,989.920590640977,-6.032963553153325,0,0,-9.816922313098619,9.816922313098619,0,0,-2.117053582354211,2.117053582354211,0.2156534924932072,0.07141123793752442,1.670678435679934,-1.47091421790986,0.7788007830714049,75,80,802.2176239785374,1497719.270892438,15326.52852289877
420,4.2,0,0,6371989.30566925,0,0,-6.244190427711918,989.3056692499667,-6.244190427711918,0,0,-9.816924201331474,9.816924201331474,0,0,-2.108028530067204,2.108028530067204,0.2147341149666095,0.07476587154837171,1.682057077890907,-1.459535575698886,0.7788007830714049,75,80,862.0115552651118,1497635.777616217,15795.51788254712
430,4.3,0,0,6371988.669678528,0,0,-6.454429019344457,988.6696785278618,-6.454429019344456,0,0,-9.816926154515736,9.816926154515736,0,0,-2.097705595537148,2.097705595537148,0.21368252776071,0.07772661910241084,1.695291603583251,-1.446301050006542,0.7788007830714049,75,80,923.8546938143324,1497546.191802557,16247.39024385146
440,4.4,0,0,6371988.012720663,0,0,-6.663643358520313,988.0127206631005,-6.663643358520313,0,0,-9.816928172337704,9.816928172337704,0,0,-2.087762600055695,2.087762600055695,0.2126696420106878,0.0802790881333577,1.70764955972609,-1.433943093863703,0.7788007830714049,75,80,987.7201703474017,1497450.31044524,16694.52646083388
450,4.5,0,0,6371987.334892839,0,0,-6.871948206404812,987.3348928391933,-6.871948206404812,0,0,-9.816930254494446,9.816930254494446,0,0,-2.079518658617871,2.079518658617871,0.2118298291531422,0.08249921542111892,1.717144190984587,-1.424448462605206,0.7788007830714049,75,80,1053.633449368457,1497347.930322091,17148.4134195293
460,4.600000000000001,0,0,6371986.636274753,0,0,-7.079558465871398,986.6362747531384,-7.079558465871398,0,0,-9.816932400733842,9.816932400733842,0,0,-2.073691878925553,2.073691878925553,0.2112362390078737,0.08452443184677938,1.722729521288457,-1.418863132301336,0.7788007830714049,75,80,1121.663285538654,1497238.843162937,17616.9874764674
470,4.7,0,0,6371985.916922133,0,0,-7.286723969323046,985.9169221334159,-7.286723969323046,0,0,-9.816934610876537,9.816934610876537,0,0,-2.070332965283615,2.070332965283615,0.2108940364123255,0.08651640561475997,1.724342364901547,-1.417250288688246,0.7788007830714049,75,80,1191.90330823843,1497122.832276969,18103.13381113413
480,4.8,0,0,6371985.176866789,0,0,-7.493666845927531,985.1768667893484,-7.493666845927531,0,0,-9.816936884817736,9.816936884817736,0,0,-2.068921435700474,2.068921435700474,0.2107502024282278,0.08862221112791639,1.722773894481568,-1.418818759108225,0.7788007830714049,75,80,1264.449695832452,1496999.671285466,18604.56956344492
