step,time,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,altitude,vertical_vel,g_raw_x,g_raw_y,g_raw_z,g_raw_mag,g_eff_x,g_eff_y,g_eff_z,g_eff_mag,c,k,phi,phase_error,lock_quality,omega_drive,omega_0,drive_power,energy,grav_power
650,6.5,0,0,6371960.116317374,0,0,-12.18131708041441,960.1163173737004,-12.18131708041441,0,0,-9.817013959413636,9.817013959413636,0,0,-1.868085701960403,1.868085701960403,0.1902906229616875,0.2040092633808462,1.76658208772082,-1.375010565868973,0.7788007830714049,75,80,6500,1658195.46108813,27306.89312276185
660,6.600000000000001,0,0,6371958.88790984,0,0,-12.36815372708316,958.8879098398611,-12.36815372708316,0,0,-9.817017738770428,9.817017738770428,0,0,-1.868387598867532,1.868387598867532,0.1903213021087549,0.2043501518498191,1.766054749759465,-1.375537903830328,0.7788007830714049,75,80,6500,1657545.46108813,27730.2060534833
670,6.7,0,0,6371957.640819885,0,0,-12.55494916298565,957.6408198848367,-12.55494916298565,0,0,-9.817021575697199,9.817021575697199,0,0,-1.867438551215749,1.867438551215749,0.1902245540377275,0.2046710886165787,1.766363346919312,-1.375229306670481,0.7788007830714049,75,80,6500,1656895.46108813,28134.71529061597
680,6.8,0,0,6371956.375057678,0,0,-12.74159995051644,956.3750576777384,-12.74159995051644,0,0,-9.817025470165898,9.817025470165898,0,0,-1.865661934167156,1.865661934167156,0.1900435055238405,0.2049012173312033,1.767297543034541,-1.374295110555252,0.7788007830714049,75,80,6500,1656245.46108813,28525.82160967757
690,6.9,0,0,6371955.090641062,0,0,-12.92805296541242,955.0906410617754,-12.92805296541242,0,0,-9.817029422123287,9.817029422123287,0,0,-1.863603541161603,1.863603541161603,0.1898337532697881,0.2050023560003874,1.768539039897567,-1.373053613692226,0.7788007830714049,75,80,6500,1655595.46108813,28911.31834400083
700,7,0,0,6371953.787590171,0,0,-13.11430948714352,953.7875901712105,-13.11430948714352,0,0,-9.817033431507394,9.817033431507394,0,0,-1.861785433558684,1.861785433558684,0.1896484764514863,0.2049722567436646,1.769752322939871,-1.371840330649922,0.7788007830714049,75,80,6500,1654945.46108813,29299.2364492131
710,7.100000000000001,0,0,6371952.465922403,0,0,-13.30041604250858,952.4659224031493,-13.30041604250858,0,0,-9.817037498263277,9.817037498263277,0,0,-1.860589081845673,1.860589081845673,0.1895265330477578,0.2048391915686525,1.770663162032527,-1.370929491557266,0.7788007830714049,75,80,6500,1654295.46108813,29695.9306472358
720,7.2,0,0,6371951.125648841,0,0,-13.48644627732649,951.1256488412619,-13.48644627732649,0,0,-9.817041622354628,9.817041622354628,0,0,-1.860190050671543,1.860190050671543,0.189485806644199,0.2046505424037755,1.771110631997663,-1.37048202159213,0.7788007830714049,75,80,6500,1653645.46108813,30104.82382079881
730,7.3,0,0,6371949.766772714,0,0,-13.67247950956424,949.7667727144435,-13.67247950956424,0,0,-9.817045803769156,9.817045803769156,0,0,-1.860550936473008,1.860550936473008,0.1895224870763736,0.2044588784843067,1.771065905932732,-1.370526747657062,0.7788007830714049,75,80,6500,1652995.46108813,30526.01346651332
740,7.4,0,0,6371948.389289931,0,0,-13.85858146388034,948.3892899313942,-13.85858146388034,0,0,-9.817050042517559,9.817050042517559,0,0,-1.861464703179219,1.861464703179219,0.1896154848062536,0.2043090191920998,1.770618433714815,-1.370974219874978,0.7788007830714049,75,80,6500,1652345.46108813,30956.71227737645
